OBJECTID,Animal_Id,Animal_Name,Animal_Type,Activity_Number,Intake_Type,Picked_up_Location,Intake_Date,Outcome_Type,Outcome_Date,Animal_Age,Animal_PrimaryColor,Animal_Sex,Outcome_SubType
4395,A601212,BELLA,DOG,,STRAY,BRANCH ST & SONOMA  AVE,2020/02/21 08:00:00+00,RTO,2020/03/02 08:00:00+00,5Y,TAN,S,PHONE
4396,A601218,CALLIE,DOG,A20-451867,STRAY,CENTER PKWY & GARDEN VIEW WAY,2020/02/21 08:00:00+00,ADOPTION,2020/03/12 07:00:00+00,3Y,BLACK,S,NORMAL
4397,A601222,,CAT,A20-451877,STRAY,CREEKSIDE CIR & ELDER CREEK RD,2020/02/22 08:00:00+00,EUTH,2020/02/22 08:00:00+00,,TORTIE,F,PHYS COND
4398,A601223,BLAIR,DOG,A20-451879,STRAY,1ST AVE & ALHAMBRA BLVD,2020/02/22 08:00:00+00,TRANSFER,2020/02/26 08:00:00+00,4Y,BLACK,F,SPCA
4399,A601240,SNOWBALL,DOG,A20-451887,STRAY,93 ARCADE BLVD,2020/02/22 08:00:00+00,RTO,2020/02/22 08:00:00+00,11Y,WHITE,M,PHONE
4400,A601240,SNOWBALL,DOG,A20-456912,STRAY,KATHLEEN AVE & DEL PASO BLVD,2020/07/15 07:00:00+00,RTO,2020/07/16 07:00:00+00,11Y,WHITE,M,PHONE
4401,A601240,SNOWBALL,DOG,A20-454462,STRAY,SHELDEN ST & IVY ST,2020/05/08 07:00:00+00,RTO,2020/05/08 07:00:00+00,11Y,WHITE,M,IMP 1
4402,A601257,LOUIE,DOG,,STRAY,NATOMAS BLVD & DEL PASO RD,2020/02/22 08:00:00+00,EUTH,2020/02/23 08:00:00+00,12Y,BLACK,N,MD/UNTREAT
4403,A601274,,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,ADOPTION,2020/03/14 07:00:00+00,4Y,WHITE,S,NORMAL
4404,A601275,ATHENA,DOG,,STRAY,FRUITRIDGE RD & 28TH ST,2020/02/22 08:00:00+00,RTO,2020/02/23 08:00:00+00,7Y,BLACK,F,WEBSITE
4405,A601276,LUNA,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/03/19 07:00:00+00,5Y,BROWN,S,EMERGENCY
4406,A601276,LUNA,DOG,A20-451884,FOSTER,,2020/04/24 07:00:00+00,ADOPTION,2020/04/24 07:00:00+00,5Y,BROWN,S,EMERGENCY
4407,A601277,KATHY IRELAND,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,ADOPTION,2020/03/10 07:00:00+00,4Y,BROWN,S,NORMAL
4408,A601278,TINO,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/02/24 08:00:00+00,2Y,BROWN,N,UNDERAGE
4409,A601278,TINO,DOG,A20-451884,FOSTER,,2020/04/10 07:00:00+00,FOSTER,2020/04/10 07:00:00+00,2Y,BROWN,N,EMERGENCY
4410,A601278,TINO,DOG,,FOSTER,,2020/05/27 07:00:00+00,ADOPTION,2020/05/27 07:00:00+00,2Y,BROWN,N,EMERGENCY
4411,A601279,GINGER,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,ADOPTION,2020/03/10 07:00:00+00,6Y,BROWN,S,NORMAL
4412,A601280,,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,EUTH,2020/03/12 07:00:00+00,1Y 1M,WHITE,M,DD
4413,A601283,SIMBA,DOG,A21-469031,STRAY,W EL CAMINO AVE & AZEVEDO DR,2021/06/01 07:00:00+00,RTO,2021/06/01 07:00:00+00,4Y,GOLD,M,IMP 1
4414,A601284,SOPHIE,DOG,A20-456984,CONFISCATE,VALLARTA CIR & TRUXEL RD,2020/07/18 07:00:00+00,RTO,2020/07/23 07:00:00+00,4Y,BLACK,F,QUAR 1
4415,A601285,MAGGIE,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/02/24 08:00:00+00,2Y,BROWN,S,UNDERAGE
4416,A601285,MAGGIE,DOG,A20-451884,FOSTER,,2020/04/23 07:00:00+00,ADOPTION,2020/04/23 07:00:00+00,2Y,BROWN,S,EMERGENCY
4417,A601287,MYLO,DOG,A20-451884,FOSTER,,2020/04/29 07:00:00+00,ADOPTION,2020/04/29 07:00:00+00,2Y,WHITE,N,EMERGENCY
4418,A601287,MYLO,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/02/24 08:00:00+00,2Y,WHITE,N,UNDERAGE
4419,A601289,LOLA,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/02/24 08:00:00+00,2Y,WHITE,S,UNDERAGE
4420,A601289,LOLA,DOG,,FOSTER,,2020/05/08 07:00:00+00,ADOPTION,2020/05/08 07:00:00+00,2Y,WHITE,S,EMERGENCY
4421,A601290,TJ,DOG,,FOSTER,,2020/05/29 07:00:00+00,ADOPTION,2020/05/29 07:00:00+00,2Y,BROWN,N,EMERGENCY
4422,A601290,TJ,DOG,A20-451884,OWNER SUR,BELLINI WAY & SUN RIVER DR,2020/02/22 08:00:00+00,FOSTER,2020/02/24 08:00:00+00,2Y,BROWN,N,UNDERAGE
4423,A601291,KI KI,DOG,,STRAY,MEADOWVIEW RD & 29TH ST,2020/02/22 08:00:00+00,RTO,2020/02/26 08:00:00+00,3Y,WHITE,M,WEBSITE
4424,A601294,NALA,CAT,,STRAY,NATOMAS BLVD & NEW MARKET DR,2020/02/22 08:00:00+00,ADOPTION,2020/02/27 08:00:00+00,3Y,CALICO,S,NORMAL
4425,A601294,NALA,CAT,,FOSTER,,2019/11/30 08:00:00+00,ADOPTION,2019/12/01 08:00:00+00,3Y,CALICO,S,NORMAL
4426,A601302,,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,ADOPTION,2020/02/28 08:00:00+00,3Y,ORG TABBY,S,RESCUE GRP
4427,A601303,FRED,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,ADOPTION,2020/03/01 08:00:00+00,3Y,ORG TABBY,N,NORMAL
4428,A601304,SPITFIRE,CAT,A20-451685,OWNER SUR,741 FRAYNE WAY,2020/02/22 08:00:00+00,TRANSFER,2020/02/28 08:00:00+00,5Y,TORTIE,S,NEVADA HUM
4429,A601306,FREDDY,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,ADOPTION,2020/03/02 08:00:00+00,3Y,ORG TABBY,N,NORMAL
4430,A601307,HOWARD,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,ADOPTION,2020/03/02 08:00:00+00,3Y,ORG TABBY,N,NORMAL
4431,A601308,SPLAT,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,FOSTER,2020/02/23 08:00:00+00,2Y,BLACK,N,BEHAVIOR
4432,A601308,SPLAT,CAT,,FOSTER,,2020/03/22 07:00:00+00,FOSTER,2020/03/22 07:00:00+00,2Y,BLACK,N,FOST2ADOPT
4433,A601308,SPLAT,CAT,,FOSTER,,2020/05/03 07:00:00+00,ADOPTION,2020/05/03 07:00:00+00,2Y,BLACK,N,EMERGENCY
4434,A601309,YOWZER,CAT,,FOSTER,,2020/05/03 07:00:00+00,ADOPTION,2020/05/03 07:00:00+00,2Y,BLACK,N,EMERGENCY
4435,A601309,YOWZER,CAT,,FOSTER,,2020/03/22 07:00:00+00,FOSTER,2020/03/22 07:00:00+00,2Y,BLACK,N,FOST2ADOPT
4436,A601309,YOWZER,CAT,,STRAY,19TH ST & 7TH AVE,2020/02/22 08:00:00+00,FOSTER,2020/02/23 08:00:00+00,2Y,BLACK,N,BEHAVIOR
4437,A601318,,DOG,,STRAY,MAIN AVE & NORWOOD AVE,2020/02/22 08:00:00+00,TRANSFER,2020/02/26 08:00:00+00,3Y,BLONDE,F,SPCA
4438,A601333,G,DOG,,STRAY,2ND AVE & 14TH ST,2020/02/22 08:00:00+00,RTO,2020/02/22 08:00:00+00,12Y,TAN,N,PHONE
4439,A601335,MAT,DOG,,STRAY,WARNER ST & MUIR WAY,2020/02/22 08:00:00+00,ADOPTION,2020/02/27 08:00:00+00,3Y,BROWN,N,NORMAL
4440,A601335,MAT,DOG,,RETURN,,2020/03/01 08:00:00+00,ADOPTION,2020/03/01 08:00:00+00,3Y,BROWN,N,NORMAL
4441,A601335,MAT,DOG,,RETURN,,2020/03/30 07:00:00+00,FOSTER,2020/04/03 07:00:00+00,3Y,BROWN,N,EMERGENCY
4442,A601335,MAT,DOG,,FOSTER,,2020/06/06 07:00:00+00,ADOPTION,2020/06/06 07:00:00+00,3Y,BROWN,N,EMERGENCY
4443,A601336,JAX,DOG,A20-462659,CONFISCATE,57TH ST & FOLSOM BLVD,2021/01/08 08:00:00+00,RTO,2021/01/26 08:00:00+00,4Y,GRAY,N,IMP 1
4444,A601337,,DOG,,STRAY,30TH ST & Q ST,2020/02/22 08:00:00+00,EUTH,2020/02/26 08:00:00+00,10Y,BROWN,F,PHYS COND
4445,A601348,JERRY,DOG,A20-451907,STRAY,8649 KIEFER BLVD,2020/02/22 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,3Y,BLACK,N,NORMAL
4446,A601348,JERRY,DOG,,MEDICAL,,2020/03/09 07:00:00+00,RTO,2020/03/11 07:00:00+00,3Y,BLACK,N,PHONE
4447,A601349,BENNY,DOG,A20-451907,STRAY,,2020/02/22 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,3Y,BLACK,N,NORMAL
4448,A601404,CHEYANNE,DOG,,STRAY,MANORSIDE DR & MEADOWVIEW RD,2020/02/23 08:00:00+00,TRANSFER,2020/03/04 08:00:00+00,4Y,TAN,S,SPCA
4449,A601405,MIRACLE WHIP,DOG,,STRAY,MANORSIDE DR & MEADOWVIEW RD,2020/02/23 08:00:00+00,FOSTER,2020/03/10 07:00:00+00,4Y,WHITE,N,KENL STRES
4450,A601405,MIRACLE WHIP,DOG,,FOSTER,,2020/03/14 07:00:00+00,ADOPTION,2020/03/15 07:00:00+00,4Y,WHITE,N,FOSTER
4451,A601406,MAXWELL,CAT,,STRAY,AETHENA SPRINGS WAY & FLORA SPRINGS WAY,2020/02/23 08:00:00+00,TRANSFER,2020/02/28 08:00:00+00,7Y,BUFF,N,NEVADA HUM
4452,A601407,MOXIE,CAT,,STRAY,AETHENA SPRINGS WAY & FLORA SPRINGS WAY,2020/02/23 08:00:00+00,TRANSFER,2020/02/28 08:00:00+00,7Y,BLK TABBY,S,NEVADA HUM
4453,A601410,,DOG,,STRAY,FLORIN RD & AMHERST ST,2020/02/23 08:00:00+00,TRANSFER,2020/03/04 08:00:00+00,4Y,BLACK,S,SPCA
4454,A601411,BRUTUS,DOG,A20-451939,CONFISCATE,BERGER AVE & ELEANOR AVE,2020/02/23 08:00:00+00,RTO,2020/02/24 08:00:00+00,6Y,RED,N,PHONE
4455,A601412,,DOG,,STRAY,N HABOR BLVD & SUNSET AVE,2020/02/23 08:00:00+00,TRANSFER,2020/02/26 08:00:00+00,5Y,WHITE,F,YOLO CNTY
4456,A601414,KING,DOG,,STRAY,ARCADE BLVD & MARYSVILLE BLVD,2020/02/23 08:00:00+00,RTO,2020/02/24 08:00:00+00,4Y,TAN,M,WEBSITE
4457,A601415,,DOG,,STRAY,BROADWAY & MUIR WAY,2020/02/23 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,3Y,BR BRINDLE,S,NORMAL
4458,A601437,MR. HYDE,CAT,,STRAY,T ST AND 35TH ST,2020/02/23 08:00:00+00,RTF,2020/03/20 07:00:00+00,4Y,BLACK,N,FERAL
4459,A601450,JAZMINE,DOG,A20-451957,STRAY,BASLER ST & N 16TH ST,2020/02/24 08:00:00+00,RTO,2020/02/25 08:00:00+00,14Y,BR BRINDLE,S,WEBSITE
4460,A601481,DIAMOND,DOG,A20-451972,CONFISCATE,SOUTH AVE AND,2020/03/09 07:00:00+00,EUTH,2020/05/21 07:00:00+00,1Y 2M,GRAY,F,DD
4461,A601484,,CAT,A20-451965,STRAY,FRANKLIN BLVD & ACCRINGTON WAY,2020/02/24 08:00:00+00,EUTH,2020/02/27 08:00:00+00,12Y,GRAY,F,MD/UNTREAT
4462,A601485,BLANCHE,DOG,,STRAY,38TH AVE & MCLAREN AVE,2020/02/24 08:00:00+00,FOSTER,2020/03/20 07:00:00+00,8Y,BROWN,S,EMERGENCY
4463,A601485,BLANCHE,DOG,,FOSTER,,2020/04/07 07:00:00+00,FOSTER,2020/04/07 07:00:00+00,8Y,BROWN,S,EMERGENCY
4464,A601485,BLANCHE,DOG,,FOSTER,,2020/05/24 07:00:00+00,ADOPTION,2020/05/24 07:00:00+00,8Y,BROWN,S,EMERGENCY
4465,A601490,MISSI,DOG,,STRAY,SILVER EAGLE RD & NORWOOD AVE,2020/02/24 08:00:00+00,RTO,2020/02/25 08:00:00+00,16Y,WHITE,S,WEBSITE
4466,A601526,GNOCCHI,DOG,,STRAY,12TH AVE & FRANKLIN BLVD,2020/02/24 08:00:00+00,FOSTER,2020/02/25 08:00:00+00,3Y,BLACK,N,PETCO
4467,A601526,GNOCCHI,DOG,,FOSTER,,2020/03/07 08:00:00+00,ADOPTION,2020/03/08 08:00:00+00,3Y,BLACK,N,PETCO
4468,A601529,CHARLIE,DOG,A20-451990,STRAY,WILKINSON ST & 33RD AVE,2020/02/24 08:00:00+00,ADOPTION,2020/03/03 08:00:00+00,4Y,RED,S,NORMAL
4469,A601536,CHARM,CAT,A20-452004,CONFISCATE,7649 TEKAY WAY,2020/02/25 08:00:00+00,ADOPTION,2020/03/14 07:00:00+00,4Y,GRAY,N,NORMAL
4470,A601541,,DOG,,STRAY,36TH ST & PANSY AVE,2020/02/24 08:00:00+00,,2020/03/10 07:00:00+00,,BLONDE,M,
4471,A601571,BATMAN,DOG,A20-451994,QUARANTINE,SOUTH AVE AND MARYSVILLE BLVD,2020/03/02 08:00:00+00,RTO,2020/03/06 08:00:00+00,7Y,BROWN,M,QUAR 1
4472,A601577,TUCKER,CAT,,CONFISCATE,,2020/02/25 08:00:00+00,FOSTER,2020/03/19 07:00:00+00,9Y,GRAY,N,EMERGENCY
4473,A601577,TUCKER,CAT,,FOSTER,,2020/04/21 07:00:00+00,RTO,2020/04/21 07:00:00+00,9Y,GRAY,N,PHONE
4474,A601582,,CAT,,FOSTER,,2020/04/27 07:00:00+00,FOSTER,2020/04/27 07:00:00+00,2Y,BRN TABBY,S,EMERGENCY
4475,A601582,,CAT,,STRAY,NIANTIC WAY & 21ST ST,2020/02/25 08:00:00+00,FOSTER,2020/03/04 08:00:00+00,2Y,BRN TABBY,S,MEDICAL
4476,A601582,,CAT,,FOSTER,,2020/05/04 07:00:00+00,ADOPTION,2020/05/04 07:00:00+00,2Y,BRN TABBY,S,EMERGENCY
4477,A601585,KEYNIE,DOG,A20-452054,STRAY,PERRY AVE & 48TH ST,2020/02/25 08:00:00+00,RTO,2020/03/01 08:00:00+00,10Y,TAN,N,IMP NOTICE
4478,A601588,CICI,DOG,,STRAY,BRUCEVILLE RD & BRUCEVILLE RD,2020/02/25 08:00:00+00,RTO,2020/02/25 08:00:00+00,5Y,TAN,F,PHONE
4479,A601593,JAMES,CAT,,STRAY,BINGHAMTON DR & SAN JUAN RD,2020/02/25 08:00:00+00,FOSTER,2020/02/25 08:00:00+00,3Y,GRAY TABBY,N,UNDERAGE
4480,A601593,JAMES,CAT,,FOSTER,,2020/04/16 07:00:00+00,FOSTER,2020/04/16 07:00:00+00,3Y,GRAY TABBY,N,EMERGENCY
4481,A601593,JAMES,CAT,,FOSTER,,2020/05/03 07:00:00+00,ADOPTION,2020/05/03 07:00:00+00,3Y,GRAY TABBY,N,EMERGENCY
4482,A601594,GINNY,CAT,,FOSTER,,2020/04/20 07:00:00+00,ADOPTION,2020/04/20 07:00:00+00,2Y,GRAY TABBY,S,EMERGENCY
4483,A601594,GINNY,CAT,,STRAY,BINGHAMTON DR & SAN JUAN RD,2020/02/25 08:00:00+00,FOSTER,2020/02/25 08:00:00+00,2Y,GRAY TABBY,S,UNDERAGE
4484,A601596,BLUE,CAT,,STRAY,BINGHAMTON DR & SAN JUAN RD,2020/02/25 08:00:00+00,FOSTER,2020/02/25 08:00:00+00,2Y,BLUE PT,N,UNDERAGE
4485,A601596,BLUE,CAT,,FOSTER,,2020/04/06 07:00:00+00,ADOPTION,2020/04/10 07:00:00+00,2Y,BLUE PT,N,EMERGENCY
4486,A601608,SYDNEY,DOG,A20-451949,STRAY,NAREB ST & FAIRBANKS AVE,2020/02/25 08:00:00+00,FOSTER,2020/03/19 07:00:00+00,3Y,WHITE,S,EMERGENCY
4487,A601608,SYDNEY,DOG,A20-451949,FOSTER,,2020/05/16 07:00:00+00,ADOPTION,2020/05/16 07:00:00+00,3Y,WHITE,S,EMERGENCY
4488,A601613,SHELBEE,DOG,,FOSTER,,2020/05/07 07:00:00+00,ADOPTION,2020/05/07 07:00:00+00,4Y,GRAY,S,EMERGENCY
4489,A601613,SHELBEE,DOG,,STRAY,TAYLOR MORGAN WAY & DEBRALEE WAY,2020/02/25 08:00:00+00,FOSTER,2020/03/19 07:00:00+00,4Y,GRAY,S,EMERGENCY
4490,A601634,OREO,DOG,,STRAY,Q ST & 14TH ST,2020/02/25 08:00:00+00,RTO,2020/02/28 08:00:00+00,3Y,BLACK,M,WEBSITE
4491,A601637,THEO,CAT,A20-452037,STRAY,BICENTENNIAL CIR & FOLSOM BLVD,2020/02/25 08:00:00+00,ADOPTION,2020/03/09 07:00:00+00,12Y,GRAY TABBY,N,NORMAL
4492,A601644,BAXTER,DOG,A22-488329,STRAY,SAN JUAN RD & AIRPORT RD,2022/08/01 07:00:00+00,RTO,2022/08/01 07:00:00+00,,TAN,N,IMP 1
4493,A601658,,CAT,,STRAY,2964 DEL PASO BLVD,2020/02/26 08:00:00+00,EUTH,2020/02/27 08:00:00+00,,BLACK,N,MD/UNTREAT
4494,A601659,,CAT,,STRAY,2964 DEL PASO BLVD,2020/02/26 08:00:00+00,EUTH,2020/02/27 08:00:00+00,,TORTIE,S,MD/UNTREAT
4495,A601660,LUNA,CAT,A20-452131,STRAY,2964 DEL PASO BLVD,2020/02/26 08:00:00+00,EUTH,2020/02/28 08:00:00+00,7Y,BLACK,S,MD/UNTREAT
4496,A601664,,DOG,,STRAY,STODDARD ST & MCLAREN AVE,2020/02/26 08:00:00+00,ADOPTION,2020/02/29 08:00:00+00,3Y,TAN,S,RESCUE GRP
4497,A601666,CHESTER,DOG,A20-452068,STRAY,218 REDONDO AVE,2020/02/26 08:00:00+00,TRANSFER,2020/03/03 08:00:00+00,3Y,BLACK,M,OR HUMANE
4498,A601667,CROWLEY,DOG,,STRAY,EDMONTON DR & NORTHSTEAD DR,2020/02/26 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,3Y,BLACK,N,NORMAL
4499,A601668,YUKIO,DOG,,STRAY,,2020/02/26 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,4Y,WHITE,N,NORMAL
4500,A601669,,DOG,A20-452081,STRAY,421 MACARTHUR ST,2020/02/26 08:00:00+00,DIED,2020/02/27 08:00:00+00,5Y,BLACK,F,IN SURGERY
4501,A601672,JASPER,DOG,,STRAY,ACACIA AVE & BELDEN ST,2020/02/26 08:00:00+00,FOSTER,2020/03/19 07:00:00+00,12Y,CREAM,N,EMERGENCY
4502,A601672,JASPER,DOG,,FOSTER,,2020/05/07 07:00:00+00,ADOPTION,2020/05/07 07:00:00+00,12Y,CREAM,N,EMERGENCY
4503,A601682,,DOG,,STRAY,EULER WAY & BRENHAM CT,2020/02/24 08:00:00+00,,2020/03/01 08:00:00+00,,BLONDE,F,
4504,A601685,,DOG,,STRAY,MAPLE HALL DR & KYLAGLEN CT,2020/02/23 08:00:00+00,,2020/03/10 07:00:00+00,,WHITE,M,
4505,A601686,,DOG,,STRAY,7495 29TH ST,2020/02/26 08:00:00+00,,2020/03/10 07:00:00+00,,TAN,F,
4506,A601688,,DOG,A20-452116,STRAY,DEL PASO BLVD & I-5,2020/02/27 08:00:00+00,ADOPTION,2020/03/11 07:00:00+00,2Y,BR BRINDLE,N,NORMAL
4507,A601697,,CAT,,STRAY,DOROTHY JUNE WAY & ASTORIA ST,2020/02/19 08:00:00+00,,2020/03/20 07:00:00+00,,BLACK,U,
4508,A601724,NICO,CAT,,STRAY,SONOMA  AVE & CLAY ST,2020/02/27 08:00:00+00,FOSTER,2020/03/18 07:00:00+00,3Y,SEAL PT,N,EMERGENCY
4509,A601724,NICO,CAT,,FOSTER,,2020/05/11 07:00:00+00,ADOPTION,2020/05/11 07:00:00+00,3Y,SEAL PT,N,EMERGENCY
4510,A601724,NICO,CAT,,RETURN,,2020/05/14 07:00:00+00,FOSTER,2020/05/14 07:00:00+00,3Y,SEAL PT,N,EMERGENCY
4511,A601724,NICO,CAT,,FOSTER,,2020/07/06 07:00:00+00,ADOPTION,2020/07/06 07:00:00+00,3Y,SEAL PT,N,EMERGENCY
4512,A601726,PIRATA,DOG,A21-470916,OWNER SUR,BELLEVIEW AVE & KARI ANN CIR,2021/07/23 07:00:00+00,EUTH,2021/07/27 07:00:00+00,3Y,BLACK,M,BITER
4513,A601730,GIGI,DOG,,STRAY,COUGAR DR & RADHA DR,2020/02/27 08:00:00+00,ADOPTION,2020/03/25 07:00:00+00,8Y,BLACK,S,RESCUE GRP
4514,A601731,NALA,DOG,A20-449974,CONFISCATE,HOLLYHURST WAY &LISBON WAY,2020/02/27 08:00:00+00,RTO,2020/02/28 08:00:00+00,3Y,BLACK,F,IMP 1
4515,A601732,PRINCESS,CAT,,STRAY,FRONT ST & L ST,2020/02/27 08:00:00+00,RTO,2020/02/27 08:00:00+00,6Y,LYNX PT,S,PHONE
4516,A601741,PASQUAL,DOG,A20-452158,STRAY,47TH AVE & WOODBINE AVE,2020/02/27 08:00:00+00,ADOPTION,2020/03/14 07:00:00+00,3Y,FAWN,N,NORMAL
4517,A601743,TRITAN,DOG,A20-452160,STRAY,RIPLEY ST & SOUTH AVE,2020/02/27 08:00:00+00,RTO,2020/02/28 08:00:00+00,4Y,GRAY,M,WEBSITE
4518,A601746,,CAT,,OWNER SUR,21ST STREET AND FLORIN RD,2020/02/27 08:00:00+00,ADOPTION,2020/02/29 08:00:00+00,3Y,BLACK,S,NORMAL
4519,A601747,PUSHEEN,CAT,,OWNER SUR,21ST STREET & FLORIN RD,2020/02/27 08:00:00+00,ADOPTION,2020/03/13 07:00:00+00,3Y,GRAY TABBY,S,NORMAL
4520,A601748,SKYE,CAT,,OWNER SUR,21ST STREET & FLORIN RD,2020/02/27 08:00:00+00,ADOPTION,2020/03/01 08:00:00+00,3Y,BRN TABBY,S,NORMAL
4521,A601749,ARLENE,CAT,,OWNER SUR,21ST STREET & FLORIN RD,2020/02/27 08:00:00+00,ADOPTION,2020/03/02 08:00:00+00,3Y,GRAY,S,NORMAL
4522,A601752,,DOG,,STRAY,LOWELL ST & STANDISH RD,2020/02/27 08:00:00+00,,2020/03/12 07:00:00+00,,BLONDE,M,
4523,A601759,,DOG,,STRAY,V ST & 8TH ST,2020/02/24 08:00:00+00,,2020/03/12 07:00:00+00,,WHITE,F,
4524,A601782,EILEEN,CAT,,STRAY,CLAY ST & ROANOKE AVE,2020/02/28 08:00:00+00,FOSTER,2020/03/02 08:00:00+00,3Y,GRAY,S,MEDICAL
4525,A601782,EILEEN,CAT,,FOSTER,,2020/04/25 07:00:00+00,ADOPTION,2020/04/25 07:00:00+00,3Y,GRAY,S,EMERGENCY
4526,A601784,TOBY,DOG,,STRAY,BROADWAY & STOCKTON BLVD,2020/02/28 08:00:00+00,EUTH,2020/03/13 07:00:00+00,2Y,FAWN,M,MD/UNTREAT
4527,A601787,GINGER,DOG,,STRAY,FOWLER AVE  & 63RD ST,2020/02/28 08:00:00+00,TRANSFER,2020/03/03 08:00:00+00,9Y,WHITE,F,OR HUMANE
4528,A601790,SPENCER,CAT,,STRAY,13TH ST & 43RD AVE,2020/02/28 08:00:00+00,RTF,2020/03/20 07:00:00+00,3Y,ORANGE,N,FERAL
4529,A601792,TASIA,DOG,,STRAY,RIO LINDA BLVD & ELEANOR AVE,2020/02/28 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,7Y,TAN,S,NORMAL
4530,A601795,,CAT,,STRAY,DON JULIO BLVD & SCOTIA WAY,2020/02/24 08:00:00+00,,2020/03/13 07:00:00+00,6Y,BLACK,N,
4531,A601797,BINGO,DOG,,STRAY,VALLEY HI DR & BAMFORD DR,2020/02/28 08:00:00+00,TRANSFER,2020/03/03 08:00:00+00,3Y,BLONDE,M,OR HUMANE
4532,A601802,GEMMA,DOG,,STRAY,BRUCEVILLE RD & WYNDHAM DR,2020/02/28 08:00:00+00,FOSTER,2020/03/01 08:00:00+00,2Y,BLACK,S,PETCO
4533,A601802,GEMMA,DOG,,FOSTER,,2020/03/14 07:00:00+00,ADOPTION,2020/03/14 07:00:00+00,2Y,BLACK,S,PETCO
4534,A601818,,DOG,,STRAY,5TH ST & BROADWAY,2020/02/28 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,6Y,TAN,N,NORMAL
4535,A601828,,DOG,,STRAY,,2020/02/28 08:00:00+00,ADOPTION,2020/03/09 07:00:00+00,5Y,BLACK,N,NORMAL
4536,A601839,ELLIE,DOG,A20-452198,STRAY,KENWOOD ST & PENDLETON ST,2020/02/28 08:00:00+00,RTO,2020/02/29 08:00:00+00,4Y,TAN,F,WEBSITE
4537,A601844,MUSHMIS,DOG,,STRAY,35TH ST & MCKINLEY BLVD,2020/02/28 08:00:00+00,ADOPTION,2020/03/05 08:00:00+00,6Y,WHITE,N,NORMAL
4538,A601846,MISSY,CAT,,EUTH REQ,,2020/02/28 08:00:00+00,EUTH,2020/02/28 08:00:00+00,18Y,LYNX PT,F,OWNER REQ
4539,A601852,MOXLI,CAT,A20-452199,STRAY,U ST & 17TH ST,2020/02/28 08:00:00+00,RTO,2020/02/28 08:00:00+00,8Y,GRAY,N,PHONE
4540,A601854,BROWNIE,DOG,,STRAY,NORTH AVE & RIO LINDA BLVD,2020/02/28 08:00:00+00,ADOPTION,2020/03/12 07:00:00+00,3Y,BLACK,N,NORMAL
4541,A601856,,DOG,,STRAY,NORTH AVE & RIO LINDA BLVD,2020/02/28 08:00:00+00,ADOPTION,2020/03/06 08:00:00+00,4Y,WHITE,S,NORMAL
4542,A601857,PANKO,DOG,,STRAY,NORTH AVE & RIO LINDA BLVD,2020/02/28 08:00:00+00,FOSTER,2020/02/28 08:00:00+00,2Y,WHITE,S,UNDERAGE
4543,A601857,PANKO,DOG,,FOSTER,,2020/03/14 07:00:00+00,ADOPTION,2020/03/14 07:00:00+00,2Y,WHITE,S,PETCO
4544,A601902,JACK,DOG,,STRAY,9TH AVE & 53RD ST,2020/02/29 08:00:00+00,RTO,2020/02/29 08:00:00+00,,BROWN,N,PHONE
4545,A601904,SPENCER,DOG,,STRAY,9TH AVE & 53RD ST,2020/02/29 08:00:00+00,RTO,2020/02/29 08:00:00+00,,CHOCOLATE,N,PHONE
4546,A601907,ELAINE,DOG,,STRAY,21ST AVE & LIPPITT LN,2020/02/29 08:00:00+00,ADOPTION,2020/03/18 07:00:00+00,6Y,GRAY,S,NORMAL
